Time,Voltage
0.0041506290435791016,2.522
0.04084277153015137,2.082
0.1424274444580078,1.9209999999999998
0.24205803871154785,1.8575
0.34382009506225586,1.8135000000000001
0.44208741188049316,1.7645
0.5439651012420654,1.7155
0.6433296203613281,1.6715
0.7427577972412109,1.6325
0.8428864479064941,1.5979999999999999
0.94134521484375,1.5690000000000002
1.0437707901000977,1.5445
1.1425175666809082,1.525
1.240929126739502,1.5054999999999998
1.343416690826416,1.4860000000000002
1.4418613910675049,1.476
1.5442025661468506,1.4615
1.6428430080413818,1.4515
1.7431831359863281,1.4465
1.8427419662475586,1.442
1.9413135051727295,1.432
2.0430080890655518,1.427
2.142991304397583,1.4224999999999999
2.2435922622680664,1.4175
2.3433406352996826,1.4175
2.4412670135498047,1.4124999999999999
2.5433461666107178,1.4124999999999999
2.6411633491516113,1.4124999999999999
2.7434775829315186,1.4124999999999999
2.842578887939453,1.4074999999999998
2.9404265880584717,1.4074999999999998
3.04272198677063,1.4074999999999998
3.1425039768218994,1.4025
3.2428061962127686,1.4025
3.3416361808776855,1.4025
3.4404852390289307,1.4025
3.543226480484009,1.4025
3.6414198875427246,1.4025
3.7430191040039062,1.4025
3.8413846492767334,1.4025
3.941479444503784,1.4025
4.044945478439331,1.3980000000000001
4.1411919593811035,1.3980000000000001
4.2427990436553955,1.4025
4.34196925163269,1.4025
4.438878536224365,1.4025
4.54186749458313,1.4025
4.63980770111084,1.4025
4.743007659912109,1.4025
4.8413941860198975,1.4025
4.938813209533691,1.4025
