Time,Voltage
0.003047466278076172,0.024585000000000003
0.08445096015930176,0.020235000000000003
0.18673157691955566,0.01872
0.2857394218444824,0.018085
0.38784289360046387,0.017645
0.486422061920166,0.017205
0.5838465690612793,0.016765
0.6865801811218262,0.016325000000000003
0.7858779430389404,0.015935
0.8872933387756348,0.01564
0.9852039813995361,0.015345000000000001
1.087975025177002,0.015105
1.1867148876190186,0.014905
1.284472942352295,0.01471
1.3879132270812988,0.014565000000000002
1.4863545894622803,0.014465
1.587214469909668,0.01432
1.6871891021728516,0.014225
1.784869909286499,0.014124999999999999
1.887033224105835,0.014074999999999999
1.9847209453582764,0.014025000000000003
2.0867221355438232,0.013980000000000001
2.1851561069488525,0.013930000000000001
2.287468910217285,0.013930000000000001
2.38668155670166,0.013880000000000002
2.484915018081665,0.013880000000000002
2.583362579345703,0.013830000000000002
2.685055732727051,0.013785
2.784369468688965,0.013785
2.886413097381592,0.013785
2.985243558883667,0.013785
3.087092638015747,0.013785
3.185100555419922,0.013785
3.2831830978393555,0.013785
3.3853869438171387,0.013735
3.4836044311523438,0.013785
3.586698293685913,0.013735
3.6854634284973145,0.013735
3.7828011512756348,0.013735
3.8862926959991455,0.013735
3.9846251010894775,0.013735
4.086739778518677,0.013735
4.184401750564575,0.013735
4.2868592739105225,0.013735
4.384859085083008,0.013735
4.483685255050659,0.013735
4.585529327392578,0.013735
4.684595108032227,0.013735
4.786227464675903,0.013735
4.884390830993652,0.013735
4.983219385147095,0.013735
