Time,Voltage
0.004282236099243164,2.258
0.04440045356750488,2.1165000000000003
0.1425483226776123,1.965
0.24567532539367676,1.872
0.34389734268188477,1.8085
0.4422943592071533,1.7595
0.5440564155578613,1.7155
0.6434962749481201,1.6715
0.7445793151855469,1.6325
0.8462860584259033,1.603
0.9415245056152344,1.574
1.0438902378082275,1.5495
1.1427021026611328,1.53
1.2443292140960693,1.5105
1.343597173690796,1.4905
1.4419927597045898,1.481
1.5443415641784668,1.471
1.6429567337036133,1.4615
1.7433717250823975,1.4515
1.8441216945648193,1.4465
1.9415459632873535,1.442
2.0431275367736816,1.4369999999999998
2.143156051635742,1.432
2.2436788082122803,1.427
2.3435070514678955,1.4224999999999999
2.4418933391571045,1.4224999999999999
2.54343581199646,1.4224999999999999
2.6412532329559326,1.4175
2.7435648441314697,1.4175
2.843604564666748,1.4124999999999999
2.940526008605957,1.4124999999999999
3.0430612564086914,1.4124999999999999
3.142637014389038,1.4124999999999999
3.242954969406128,1.4124999999999999
3.341736316680908,1.4124999999999999
3.445312023162842,1.4124999999999999
3.543355941772461,1.4074999999999998
3.6415767669677734,1.4074999999999998
3.743154525756836,1.4124999999999999
3.8438169956207275,1.4124999999999999
3.943312644958496,1.4124999999999999
4.045076131820679,1.4074999999999998
4.141317367553711,1.4074999999999998
4.243174314498901,1.4074999999999998
4.34227180480957,1.4124999999999999
4.442982196807861,1.4074999999999998
4.542056322097778,1.4124999999999999
4.640290975570679,1.4074999999999998
4.743128299713135,1.4074999999999998
4.842516660690308,1.4124999999999999
4.942579746246338,1.4124999999999999
