Time,Voltage
0.0046007633209228516,0.02468
0.08692169189453125,0.020235000000000003
0.1838524341583252,0.01872
0.28754425048828125,0.018085
0.3861837387084961,0.017595
0.4871189594268799,0.017155
0.5856423377990723,0.016715
0.6849226951599121,0.016325000000000003
0.7873363494873047,0.015935
0.88533616065979,0.015590000000000001
0.987919807434082,0.015345000000000001
1.0850300788879395,0.015054999999999999
1.184924602508545,0.014860000000000002
1.2856981754302979,0.01471
1.385131597518921,0.014565000000000002
1.487072229385376,0.01442
1.5848183631896973,0.01432
1.688004732131958,0.014225
1.7866885662078857,0.014124999999999999
1.8841826915740967,0.014074999999999999
1.9863262176513672,0.014025000000000003
2.085437536239624,0.013980000000000001
2.186709403991699,0.013930000000000001
2.285352945327759,0.013880000000000002
2.3841331005096436,0.013830000000000002
2.4859700202941895,0.013830000000000002
2.5840492248535156,0.013830000000000002
2.6863038539886475,0.013785
2.7854163646698,0.013785
2.8836557865142822,0.013785
2.985954999923706,0.013785
3.083951711654663,0.013785
3.1822845935821533,0.013735
3.2851688861846924,0.013735
3.3833253383636475,0.013735
3.485769271850586,0.013735
3.5842843055725098,0.013735
3.687309980392456,0.013735
3.785388231277466,0.013735
3.883418321609497,0.013735
3.9855661392211914,0.013735
4.085222244262695,0.013735
4.186117887496948,0.013735
4.285483121871948,0.013735
4.382792949676514,0.013735
4.48579740524292,0.013735
4.58354926109314,0.013735
4.686183452606201,0.013735
4.784197092056274,0.013685000000000001
4.88636040687561,0.013735
4.984847068786621,0.013735
