Time,Voltage
0.007565975189208984,1.8085
0.0447385311126709,1.9209999999999998
0.14285898208618164,1.9209999999999998
0.24596548080444336,1.877
0.3441033363342285,1.8179999999999998
0.4462263584136963,1.7595
0.5442452430725098,1.7105000000000001
0.6438751220703125,1.6664999999999999
0.7449650764465332,1.6275
0.8465237617492676,1.5979999999999999
0.9453306198120117,1.5690000000000002
1.044213056564331,1.5445
1.1433064937591553,1.525
1.2447571754455566,1.5054999999999998
1.3441438674926758,1.4905
1.445211410522461,1.476
1.5447170734405518,1.4665
1.6464002132415771,1.4565000000000001
1.7450218200683594,1.4465
1.8444511890411377,1.442
1.9450383186340332,1.4369999999999998
2.043454885482788,1.432
2.1466622352600098,1.427
2.2440645694732666,1.4224999999999999
2.3438382148742676,1.4224999999999999
2.4446253776550293,1.4175
2.5436758995056152,1.4175
2.645160675048828,1.4124999999999999
2.7437691688537598,1.4124999999999999
2.8455803394317627,1.4124999999999999
2.944289207458496,1.4074999999999998
3.043524980545044,1.4074999999999998
3.1447620391845703,1.4074999999999998
3.2431821823120117,1.4074999999999998
3.3419642448425293,1.4074999999999998
3.445645570755005,1.4074999999999998
3.5437066555023193,1.4074999999999998
3.644893169403076,1.4074999999999998
3.7434792518615723,1.4074999999999998
3.844146728515625,1.4074999999999998
3.9436943531036377,1.4074999999999998
4.04540228843689,1.4074999999999998
4.144075632095337,1.4074999999999998
4.243762016296387,1.4074999999999998
4.342637062072754,1.4074999999999998
4.443475008010864,1.4074999999999998
4.542588710784912,1.4074999999999998
4.643860340118408,1.4074999999999998
4.743451118469238,1.4074999999999998
4.844590902328491,1.4074999999999998
4.942857980728149,1.4074999999999998
